iter	Passed	Remaining
1673	18440	3591
1674	18449	3579
1675	18461	3568
1676	18472	3558
1677	18483	3546
1678	18498	3536
1679	18509	3525
1680	18529	3516
1681	18538	3504
1682	18550	3494
1683	18560	3482
1684	18571	3471
1685	18582	3460
1686	18591	3449
1687	18601	3438
1688	18611	3426
1689	18621	3415
1690	18630	3404
1691	18640	3393
1692	18648	3381
1693	18657	3370
1694	18666	3358
1695	18676	3347
1696	18688	3336
1697	18710	3327
1698	18725	3317
1699	18735	3306
1700	18744	3294
1701	18754	3283
1702	18763	3272
1703	18773	3261
1704	18782	3249
1705	18793	3238
1706	18802	3227
1707	18811	3216
1708	18821	3204
1709	18831	3193
1710	18841	3182
1711	18851	3171
1712	18861	3160
1713	18871	3148
1714	18880	3137
1715	18895	3127
1716	18927	3119
1717	18936	3108
1718	18947	3097
1719	18956	3085
1720	18966	3074
1721	18976	3063
1722	18986	3052
1723	18995	3041
1724	19005	3029
1725	19014	3018
1726	19024	3007
1727	19033	2995
1728	19041	2984
1729	19051	2973
1730	19060	2962
1731	19069	2950
1732	19078	2939
1733	19088	2928
1734	19105	2918
1735	19125	2908
1736	19136	2897
1737	19148	2886
1738	19157	2875
1739	19160	2863
1740	19170	2851
1741	19179	2840
1742	19188	2829
1743	19196	2817
1744	19205	2806
1745	19215	2795
1746	19224	2784
1747	19234	2772
1748	19243	2761
1749	19252	2750
1750	19262	2739
1751	19272	2728
1752	19282	2716
1753	19292	2705
1754	19301	2694
1755	19313	2683
1756	19328	2673
1757	19348	2663
1758	19361	2652
1759	19364	2640
1760	19374	2629
1761	19383	2618
1762	19393	2607
1763	19403	2595
1764	19412	2584
1765	19422	2573
1766	19431	2562
1767	19441	2551
1768	19451	2540
1769	19461	2528
1770	19471	2517
1771	19480	2506
1772	19490	2495
1773	19499	2484
1774	19509	2472
1775	19514	2461
1776	19531	2451
1777	19541	2439
1778	19561	2430
1779	19571	2418
1780	19584	2408
1781	19594	2397
1782	19603	2385
1783	19613	2374
1784	19622	2363
1785	19632	2352
1786	19642	2341
1787	19651	2330
1788	19660	2318
1789	19670	2307
1790	19678	2296
1791	19688	2285
1792	19697	2274
1793	19706	2262
1794	19721	2252
1795	19733	2241
1796	19750	2231
1797	19761	2220
1798	19770	2208
1799	19779	2197
1800	19789	2186
1801	19798	2175
1802	19808	2164
1803	19818	2153
1804	19828	2142
1805	19837	2130
1806	19847	2119
1807	19856	2108
1808	19866	2097
1809	19876	2086
1810	19884	2075
1811	19894	2064
1812	19903	2052
1813	19913	2041
1814	19929	2031
1815	19940	2020
1816	19959	2010
1817	19969	1999
1818	19981	1988
1819	19991	1977
1820	20000	1965
1821	20008	1954
1822	20017	1943
1823	20026	1932
1824	20036	1921
1825	20044	1910
1826	20054	1898
1827	20064	1887
1828	20073	1876
1829	20083	1865
1830	20092	1854
1831	20101	1843
1832	20109	1832
1833	20119	1821
1834	20130	1810
1835	20143	1799
1836	20153	1788
1837	20170	1777
1838	20182	1766
1839	20192	1755
1840	20203	1744
1841	20213	1733
1842	20222	1722
1843	20230	1711
1844	20240	1700
1845	20249	1689
1846	20258	1678
1847	20268	1667
1848	20277	1655
1849	20287	1644
1850	20296	1633
1851	20306	1622
1852	20314	1611
1853	20324	1600
1854	20338	1589
1855	20352	1579
1856	20363	1568
1857	20382	1557
1858	20393	1546
1859	20403	1535
1860	20412	1524
1861	20422	1513
1862	20432	1502
1863	20443	1491
1864	20454	1480
1865	20465	1469
1866	20475	1458
1867	20486	1447
1868	20496	1436
1869	20507	1425
1870	20519	1414
1871	20529	1403
1872	20542	1392
1873	20556	1382
1874	20575	1371
1875	20585	1360
1876	20596	1349
1877	20604	1338
1878	20614	1327
1879	20624	1316
1880	20633	1305
1881	20643	1294
1882	20653	1283
1883	20661	1272
1884	20670	1261
1885	20680	1250
1886	20684	1238
1887	20694	1227
1888	20704	1216
1889	20713	1205
1890	20723	1194
1891	20733	1183
1892	20745	1172
1893	20757	1161
1894	20770	1150
1895	20789	1140
1896	20799	1129
1897	20810	1118
1898	20822	1107
1899	20831	1096
1900	20840	1085
1901	20849	1074
1902	20859	1063
1903	20868	1052
1904	20878	1041
1905	20887	1030
1906	20896	1019
1907	20905	1008
1908	20914	996
1909	20923	985
1910	20932	974
1911	20945	964
1912	20962	953
1913	20973	942
1914	20992	931
1915	21000	920
1916	21013	909
1917	21021	898
1918	21030	887
1919	21040	876
1920	21050	865
1921	21059	854
1922	21068	843
1923	21078	832
1924	21086	821
1925	21096	810
1926	21104	799
1927	21113	788
1928	21121	777
1929	21131	766
1930	21140	755
1931	21144	744
1932	21161	733
1933	21175	722
1934	21193	711
1935	21206	701
1936	21216	690
1937	21225	679
1938	21235	668
1939	21244	657
1940	21254	646
1941	21263	635
1942	21271	624
1943	21281	613
1944	21291	602
1945	21300	591
1946	21310	580
1947	21319	569
1948	21328	558
1949	21337	547
1950	21350	536
1951	21361	525
1952	21372	514
1953	21385	503
1954	21398	492
1955	21407	481
1956	21416	470
1957	21425	459
1958	21438	448
1959	21447	437
1960	21457	426
1961	21467	415
1962	21476	404
1963	21485	393
1964	21493	382
1965	21502	371
1966	21512	360
1967	21520	349
1968	21530	338
1969	21539	328
1970	21551	317
1971	21565	306
1972	21576	295
1973	21592	284
1974	21603	273
1975	21612	262
1976	21621	251
1977	21629	240
1978	21641	229
1979	21650	218
1980	21659	207
1981	21669	196
1982	21677	185
1983	21688	174
1984	21697	163
1985	21707	153
1986	21710	142
1987	21719	131
1988	21730	120
1989	21739	109
1990	21750	98
1991	21767	87
1992	21783	76
1993	21796	65
1994	21806	54
1995	21815	43
1996	21824	32
1997	21834	21
1998	21843	10
1999	21852	0
